interval,substeps,boundary,geometric,source,inventory_change,balance_residual,stream,propagation_direction
0,2,-0.003638639519736726,0.01656131100299029,0.0015845005532482178,0.014507172036501759,-2.42861286636753e-17,absorption_+1,1
1,2,-0.00356513295655197,0.016299763727599,0.0016226717201569926,0.014357302491204038,1.5612511283791264e-17,absorption_+1,1
2,2,-0.0034928612121704625,0.016040866824222684,0.0016615458437427809,0.014209551455794944,-5.898059818321144e-17,absorption_+1,1
3,2,-0.00342177854752849,0.015784606145570024,0.0017010989308242621,0.014063926528865789,-6.938893903907228e-18,absorption_+1,1
4,2,-0.0033518395124579776,0.01553096728325953,0.0017413197814303023,0.013920447552231874,1.9081958235744878e-17,absorption_+1,1
5,2,-0.0032830046208699435,0.01527993124338425,0.001782191692486923,0.013779118315001115,-1.1449174941446927e-16,absorption_+1,1
6,2,-0.0032152398768854956,0.015031485040004917,0.0018236955649751935,0.013639940728094713,9.8879238130678e-17,absorption_+1,1
7,2,-0.0031485154427091915,0.014785608527233672,0.001865821548794879,0.01350291463331943,6.938893903907228e-17,absorption_+1,1
8,2,-0.0030828050624698844,0.014542285895377042,0.001908546465634496,0.013368027298541474,-1.8041124150158794e-16,absorption_+1,1
9,2,-0.0030180855256372835,0.014301501159394804,0.0019518583756258142,0.013235274009383291,-4.336808689942018e-17,absorption_+1,1
10,2,-0.0029543364535562873,0.01406323447351901,0.0019957402255802565,0.013104638245543088,1.0928757898653885e-16,absorption_+1,1
11,2,-0.002891539750037422,0.013827471764643941,0.002040172871230351,0.012976104885836781,-9.020562075079397e-17,absorption_+1,1
12,2,-0.0028296793599988527,0.013594192455691833,0.002085144862511815,0.012849657958204919,1.214306433183765e-16,absorption_+1,1
13,2,-0.0027687412836969088,0.0133633804783007,0.002130633722766001,0.012725272917369912,1.196959198423997e-16,absorption_+1,1
14,2,-0.002708713619047752,0.013135019527070052,0.0021766268995746583,0.012602932807596723,-2.3592239273284576e-16,absorption_+1,1
15,2,-0.0026495866072994696,0.012909089269240212,0.0022232493492054797,0.012482752011146347,1.249000902703301e-16,absorption_+1,1
16,2,-0.002591352680690323,0.012685488203816202,0.002287379588407089,0.01238151511153296,-8.673617379884035e-18,absorption_+1,1
17,2,-0.002534006883619546,0.012464049109566671,0.002364752413267704,0.012294794639214679,-1.5092094240998222e-16,absorption_+1,1
18,2,-0.0024775468826555365,0.012244698299911733,0.0024431171801249,0.01221026859738128,1.8388068845354155e-16,absorption_+1,1
19,2,-0.0024219730885627778,0.012027425145044587,0.0025224150182358417,0.01212786707471758,-7.112366251504909e-17,absorption_+1,1
20,2,-0.002367289451325104,0.011812217020611592,0.0026025788610198834,0.012047506430306276,-9.540979117872439e-17,absorption_+1,1
