time,separation,separation_momentum,coupling_factor,separation_velocity,interaction_inertia,total_rest_separation_inertia,field_energy_change,mechanical_energy_change,energy_balance_error,excitation_above_instantaneous_ground,vacuum_interaction_energy,free_subtracted_field_energy,dynamic_field_energy_free_subtracted,complete_regulated_energy,quantum_force,instantaneous_ground_force,nonadiabatic_force,holding_energy_margin
0.0,1.0,0.06246708096923269,0.9999499987499374,0.019999999999999997,2.383197876854824,3.1231978768548236,0.0,0.0,0.0,1.2880718713859096e-09,-0.00962581091289394,10.184103815158323,10.183627163666415,15.065872688786772,-0.03382414496311668,-0.03382382838993688,-3.165731797954985e-07,2.84731835090399
0.05,1.0009993077846846,0.062347509897933626,0.9999501903731423,0.01996164048535782,2.3832104614578498,3.12321046145785,3.5944407727583894e-05,-3.594440775955832e-05,-3.197442310920451e-14,2.2285760223894613e-06,-0.00959209431744057,10.184139759566051,10.183664932270858,15.06587268878674,-0.037932851034023635,-0.03365226550369686,-0.004280585530326772,2.8477511489152985
0.1,1.001995112859172,0.06204570543423077,0.9999506719531657,0.019864909807246364,2.3832281164516127,3.123228116451613,7.489629797419184e-05,-7.489629821400001e-05,-2.398081733190338e-13,7.750507165837917e-06,-0.009558665906070019,10.184178711456298,10.183708471503678,15.065872688786532,-0.039883305755929126,-0.03348243793375419,-0.006400867822174937,2.848183919968129
0.15000000000000002,1.00298551886687,0.0616944696086553,0.9999512292936903,0.019752370393216864,2.3832434132048514,3.123243413204851,0.00011412490312068257,-0.00011412490300521938,1.1546319456101628e-13,1.389809062857239e-05,-0.009525585962137484,10.184217940061444,10.18375301020319,15.065872688786888,-0.038952467545465864,-0.033314636488080765,-0.0056378310573850995,2.8486158199846976
0.2,1.0039707875696549,0.06141779879332196,0.9999516659596049,0.01966374782289923,2.38325151726336,3.12325151726336,0.00015119320323719876,-0.00015119320175305262,1.4841461393189093e-12,1.8222745893581305e-05,-0.009492842005329294,10.18425500836156,10.18379423966121,15.065872688788257,-0.036152616552417756,-0.033148782752916134,-0.003003833799501622,2.8490469396336557
0.25,1.0049526111702696,0.0612647628854558,0.9999519066023319,0.019614737557374206,2.3832544547515386,3.123254454751539,0.00018521998322285071,-0.00018521998110987425,2.112976460466598e-12,1.978340333153028e-05,-0.009460374598802446,10.184289035141546,10.183830559924672,15.065872688788886,-0.03327218204460523,-0.03298456630781976,-0.000287615736785464,2.849478000327799
0.30000000000000004,1.0059327925156911,0.0612040947989656,0.9999520019071275,0.01959529350920929,2.3832579951086865,3.1232579951086867,0.0002168981004615489,-0.0002168980966086309,3.852917984659143e-12,1.9209899619454518e-05,-0.00942812182961461,10.184320713258785,10.183863145904525,15.065872688790625,-0.03157850612102001,-0.032821670996412804,0.001243164875392791,2.8499097823452693
0.35000000000000003,1.0069122829134096,0.06116904975511161,0.9999520570841262,0.019584027494309222,2.3832654851142814,3.123265485114281,0.0002475727321780141,-0.00024757272915643114,3.021582983819826e-12,1.7813875956562697e-05,-0.009396050797477074,10.184351387890501,10.183894345103909,15.065872688789794,-0.031210596716518456,-0.03265993079241202,0.0014493340758935658,2.850342699601463
0.4,1.0078910414558893,0.061108161073796456,0.9999521527970291,0.019564469487995215,2.383275959856956,3.123275959856956,0.00027825169513562287,-0.00027825169227124746,2.864375403532904e-12,1.6603312133156578e-05,-0.009364161480334587,10.184382066853459,10.18392593449903,15.065872688789636,-0.03151654128776841,-0.03249934506937262,0.0009828037816042093,2.850776730880376
0.45,1.0088684926603486,0.06100639755705072,0.999952312366881,0.01953181938557604,2.3832875495150385,3.1232875495150383,0.00030921089546609437,-0.0003092108923565817,3.1095126473701384e-12,1.5871727555349935e-05,-0.009332471131301645,10.18441302605379,10.18395841268466,15.06587268878988,-0.03179074392023454,-0.032339997756334574,0.000549253836100036,2.8512116164938504
0.5,1.0098440507193664,0.060874473971100115,0.9999525187703189,0.019489505370331117,2.3833005876529123,3.1233005876529125,0.0003402225677291426,-0.00034022256462051814,3.1086244689504383e-12,1.5408530316562974e-05,-0.009300996985530219,10.184444037726053,10.183991389555558,15.06587268878988,-0.03173843673538575,-0.03218197063749571,0.000443533902109966,2.851647088768328
0.55,1.0108173577535784,0.06072739236043181,0.999952748400856,0.019442321422546673,2.383316479255946,3.123316479255946,0.0003709841059844621,-0.00037098410427738315,1.7070789226636407e-12,1.492043907092011e-05,-0.009269748626593355,10.184474799264308,10.184024337204619,15.06587268878848,-0.031452126992640876,-0.03202530644045942,0.0005731794478185462,2.852082978857274
0.6000000000000001,1.0117882340116418,0.060571590457212665,0.9999529910832348,0.019392330823525872,2.3833348690029226,3.123334869002923,0.0004013667223716766,-0.0004013667207694027,1.602273869139026e-12,1.4282446272773086e-05,-0.009238729758862974,10.184505181880695,10.184057029918677,15.065872688788374,-0.03114218603848723,-0.031870018741622194,0.0007278327031349646,2.8525191960078233
0.65,1.012756527741455,0.06040468651368873,0.9999532503295523,0.019338785418311785,2.3833534737557267,3.123353473755727,0.00043141410947100667,-0.00043141410795222157,1.5187850976872141e-12,1.3541410908146645e-05,-0.00920794311264217,10.184535229267794,10.184089545309917,15.065872688788291,-0.030935347973779916,-0.031716116673424506,0.0007807686996445899,2.8529556610865243
0.7000000000000001,1.0137220164189258,0.06022095861153367,0.999953534769321,0.019279865387514066,2.3833703773574206,3.1233703773574204,0.00046123220204208337,-0.0004612321994281743,2.6139090891774686e-12,1.2808521432816633e-05,-0.00917739358237668,10.184565047360365,10.184122071942966,15.065872688789387,-0.030844166604518525,-0.031563620299519486,0.0007194536950009614,2.8533922620522953
0.75,1.0146843909989978,0.06001565830268378,0.9999538514521051,0.019214053825383718,2.3833850603623805,3.1233850603623807,0.0004909050528567604,-0.0004909050497605705,3.0961899710746366e-12,1.217542853737541e-05,-0.009147088672534665,10.18459472021118,10.18415476117275,15.065872688789868,-0.030827435760077758,-0.031412562494327965,0.0005851267342502076,2.8538288462956345
0.8,1.0156432840201948,0.05978620640038282,0.9999542039693715,0.019140529144256627,2.3833968496310964,3.1233968496310967,0.0005204725950989086,-0.0005204725930569865,2.041922186890588e-12,1.1691355211951304e-05,-0.009117037554460694,10.184624287753422,10.184187687292933,15.065872688788815,-0.030845258003863153,-0.031262984107411323,0.00041772610354817025,2.8542652328364535
0.8500000000000001,1.0165983002696983,0.059531502309026346,0.9999545935118336,0.01905895218353477,2.3834035648611773,3.123403564861177,0.0005499450157913088,-0.0005499450141215334,1.6697754290362354e-12,1.1376719385225442e-05,-0.009087250075253905,10.184653760174115,10.18422087223098,15.065872688788442,-0.03087957669378915,-0.031114929016664863,0.00023535232287571345,2.854701225942252
0.9,1.0175490320270595,0.059250858479322016,0.9999550205627664,0.018969117145204734,2.383402789677513,3.123402789677513,0.0005793241064111498,-0.0005793241039748764,2.4362734052374435e-12,1.1243757171541802e-05,-0.009057736268459848,10.184683139264735,10.184254322799916,15.06587268878921,-0.03093063728056196,-0.030968441756014077,3.780447545211757e-05,2.8551366219422913
0.9500000000000001,1.0184950601544958,0.05894347541785352,0.9999554857727752,0.018870768180784855,2.383394396557307,3.123394396557307,0.00060861378710797,-0.0006086137829495186,4.158451361035986e-12,1.1306553005852038e-05,-0.009028506318600193,10.184712428945431,10.184288049106499,15.06587268879093,-0.031000027070769723,-0.03082356736299442,-0.00017645970777530398,2.85557120966464
1.0,1.0194359538917868,0.058608898325665834,0.9999559892853767,0.018763740810817574,2.3833813927114056,3.123381392711406,0.0006378115610914392,-0.0006378115570946363,3.9968028886505635e-12,1.1572368066481431e-05,-0.008999570563219095,10.184741626719415,10.18432204944611,15.065872688790769,-0.031070365557071183,-0.03068035137501421,-0.0003900141820569747,2.856004770288399
