time,separation,separation_momentum,coupling_factor,separation_velocity,interaction_inertia,total_rest_separation_inertia,field_energy_change,mechanical_energy_change,energy_balance_error,excitation_above_instantaneous_ground,vacuum_interaction_energy,free_subtracted_field_energy,dynamic_field_energy_free_subtracted,complete_regulated_energy,quantum_force,instantaneous_ground_force,nonadiabatic_force,holding_energy_margin
0.0,1.0,0.0,1.0,0.0,2.383197876854824,2.883197876854824,0.0,0.0,0.0,0.0,-0.00962581091289394,10.184103815158323,10.184103815158323,12.184103815158323,-0.03382583629721595,-0.03382583629721595,0.0,0.0
0.05,0.9999853400161508,-0.0016901936966977667,0.9999999570429866,-0.0005862218860073247,2.383197752311443,2.883197752311443,-4.954133601131616e-07,4.954142784896476e-07,9.183764859699295e-13,4.911271389573812e-10,-0.009626306817381192,10.184103319744963,10.184102910244746,12.184103815159242,-0.03376239051451198,-0.033828360154515444,6.596964000346595e-05,0.0
0.09999999999999999,0.9999414123436074,-0.0033746318507745913,0.999999828756555,-0.0011704475390934277,2.3831973755140146,2.8831973755140146,-1.9749152215808863e-06,1.9749149426928625e-06,-2.788880237858393e-13,7.156813808251172e-09,-0.009627792984929329,10.184101840243102,10.18410020781539,12.184103815158045,-0.033605912174982884,-0.03383592420799554,0.00023001203301265677,0.0
0.15,0.9998683463197425,-0.005050545166372885,0.999999616436103,-0.001751716468808988,2.3831967496429494,2.8831967496429494,-4.42356281382672e-06,4.423562421251859e-06,-3.9257486150745535e-13,3.122590896964539e-08,-0.009630265702071483,10.18409939159551,10.1840957351626,12.18410381515793,-0.033435112819060316,-0.03384851060113034,0.0004133977820700227,0.0
0.2,0.9997662841676803,-0.006719172277748155,0.9999993211203017,-0.002330458268981383,2.38319589570483,2.88319589570483,-7.829377636880963e-06,7.829377954848837e-06,3.1796787425264483e-13,8.096253623079974e-08,-0.009633721253521799,10.184095985780687,10.184089514167454,12.184103815158641,-0.033323309898506036,-0.03386610211542713,0.0005427922169210925,0.0
0.25,0.9996353205832248,-0.008384394629450462,0.9999989429275231,-0.002908019144521043,2.3831948312082347,2.8831948312082347,-1.2190996812933008e-05,1.2190996493188777e-05,-3.197442310920451e-13,1.5605178305122536e-07,-0.009638157963536287,10.18409162416151,10.184081547322876,12.184103815158004,-0.03329922612209188,-0.03388869253225147,0.0005894664101595906,0.0
0.30000000000000004,0.9994754780351917,-0.01005027619057733,0.9999984811411213,-0.0034858086295759144,2.3831935409055505,2.8831935409055505,-1.7516683556095813e-05,1.7516683039175973e-05,-5.169198402654729e-13,2.494307409506291e-07,-0.00964357703173846,10.184086298474767,10.18407181953603,12.184103815157806,-0.03334397797208894,-0.03391629091422062,0.0005723129421316767,0.0
0.35000000000000003,0.9992867209343171,-0.011719282104909218,0.9999979347931323,-0.004064681768776247,2.3831919861946886,2.8831919861946886,-2.3817601686459966e-05,2.381760075209627e-05,-9.343636975245317e-13,3.535421910783043e-07,-0.009649982065184304,10.184079997556637,10.184060310418772,12.184103815157389,-0.03341790627856498,-0.03394891923792487,0.0005310129593598875,0.0
0.4,0.999068987584112,-0.013392035091535194,0.9999973031620882,-0.004644854594366095,2.3831901415451977,2.8831901415451977,-3.110207057943626e-05,3.1102069799615606e-05,-7.7982065249671e-13,4.6500213102262933e-07,-0.00965737799992894,10.184072713087744,10.18404700477754,12.184103815157544,-0.033490724289096364,-0.03398660695949644,0.0004958826704000788,0.0
0.45,0.9988222154760193,-0.015068182157011114,0.9999965858422045,-0.005226204716420293,2.383187997691087,2.883187997691087,-3.9374768448396935e-05,3.9374769544409105e-05,1.0960121699099545e-12,5.845515715918737e-07,-0.009665770253832306,10.184064440389875,10.184031894070358,12.18410381515942,-0.03355389747926839,-0.034029386696956446,0.00047548921768805763,0.0
