time,separation,separation_momentum,coupling_factor,separation_velocity,interaction_inertia,total_rest_separation_inertia,field_energy_change,mechanical_energy_change,energy_balance_error,excitation_above_instantaneous_ground,vacuum_interaction_energy,free_subtracted_field_energy,dynamic_field_energy_free_subtracted,complete_regulated_energy,quantum_force,instantaneous_ground_force,nonadiabatic_force,holding_energy_margin
0.0,1.0,0.0,1.0,0.0,2.795270740052657,2.920270740052657,0.0,0.0,0.0,-4.547473508864641e-13,-0.009181460696254362,11.86380213201437,11.86380213201437,12.36380213201437,-0.032687978922361194,-0.032687978922361194,0.0,0.0
0.049999999999999996,0.9999860131395364,-0.0016332641806108366,0.9999999609000086,-0.0005592851917339845,2.7952706255935675,2.9202706255935675,-4.5672823034692556e-07,4.567302429592246e-07,2.0126122990404838e-12,4.899902705801651e-10,-0.0091819179151571,11.86380167528614,11.863801238105907,12.363802132016383,-0.03262171322359904,-0.03269035040190926,6.863717831022409e-05,0.0
0.1,0.9999441062104313,-0.0032605992222169513,0.9999998441672789,-0.0011165400451189401,2.7952702835092356,2.9202702835092356,-1.8202920273324708e-06,1.8202949423340442e-06,2.915001573455811e-12,7.027438186923973e-09,-0.009183288016402003,11.863800311722343,11.863798569343999,12.363802132017286,-0.032463273502012564,-0.03269745710536646,0.00023418360335389354,0.0
0.15000000000000002,0.9998744082261307,-0.004879523759597722,0.999999651005384,-0.0016709148513247916,2.7952697269710973,2.9202697269710973,-4.076631739735603e-06,4.076635070404677e-06,3.3306690738754696e-12,3.0047431209823117e-08,-0.009185567375880055,11.863798055382631,11.863794153246317,12.363802132017701,-0.03230003200834814,-0.03270928120756467,0.00040924919921652564,0.0
0.2,0.9997770537780802,-0.006491711831828125,0.9999993822932207,-0.0022229828402355388,2.7952689757001816,2.9202689757001816,-7.215480309241684e-06,7.2154842314375855e-06,3.922195901395753e-12,7.639846444362774e-08,-0.009188752575937542,11.863794916534061,11.863788009907694,12.363802132018293,-0.03220106340928633,-0.03272580655828567,0.0005247431489993418,0.0
0.25,0.9996521264889637,-0.008100998934094767,0.9999990380752277,-0.002774057403310386,2.7952680275743385,2.9202680275743385,-1.1236321370233782e-05,1.1236323437913143e-05,2.0676793610618915e-12,1.4523152458423283e-07,-0.009192842251422917,11.863790895693,11.86378014034267,12.363802132016438,-0.03218246543586003,-0.032747028240575314,0.0005645628047152851,0.0
0.30000000000000004,0.999499644097886,-0.009710918849397041,0.9999986177561024,-0.003325348634161441,2.7952668636840654,2.9202668636840654,-1.614610346223344e-05,1.6146106524672632e-05,3.062439191126032e-12,2.3077586774888914e-07,-0.009197837579904444,11.863785985910908,11.863770530948614,12.363802132017433,-0.03222100678440698,-0.03277295512898431,0.0005519483445773285,0.0
0.35000000000000003,0.9993195759764075,-0.01132352061711228,0.9999981205660364,-0.003877558198097281,2.7952654755406354,2.9202654755406354,-2.195382376157795e-05,2.195382572978133e-05,1.9682033780554775e-12,3.2718708098400384e-07,-0.009203741714600255,11.86378017819061,11.863759164123167,12.363802132016339,-0.032285071544735235,-0.0328036069765748,0.0005185354318395646,0.0
0.4,0.999111868867967,-0.012939482040023143,0.9999975458674569,-0.004430918217934856,2.795263847896056,2.920263847896056,-2.8666926937148673e-05,2.8666928526988045e-05,1.5898393712632242e-12,4.313139925216092e-07,-0.009210558950371706,11.863773465087434,11.86374602529554,12.36380213201596,-0.03235292736126898,-0.032839010101799376,0.0004860827405303997,0.0
0.45,0.9988764652998529,-0.01455872594657876,0.999996893215589,-0.00498540235874989,2.7952619303543225,2.9202619303543225,-3.629061120591359e-05,3.629060971199749e-05,-1.4939161019356106e-12,5.427973519545048e-07,-0.009218294123911619,11.863765841403165,11.863731104298495,12.363802132012877,-0.03241590580731569,-0.032879194302819936,0.00046328849550424794,0.0
