interval,substeps,boundary,geometric,source,inventory_change,balance_residual,stream,propagation_direction
0,15,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
1,14,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
2,14,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
3,14,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
4,14,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
5,14,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
6,13,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
7,13,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
8,13,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
9,13,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
10,13,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
11,12,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
12,12,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
13,12,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
14,12,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
15,12,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
16,11,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
17,11,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
18,11,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
19,11,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
20,10,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
21,10,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
22,10,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
23,10,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
24,10,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
25,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
26,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
27,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
28,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
29,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
30,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
31,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
32,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
33,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
34,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
35,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
36,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
37,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
38,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
39,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
40,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
41,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
42,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
43,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
44,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
45,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
46,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
47,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
48,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
49,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
50,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
51,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
52,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
53,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
54,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
55,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
56,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
57,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
58,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
59,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
60,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
61,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
62,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
63,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
64,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
65,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
66,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
67,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
68,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
69,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
70,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
71,9,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
72,8,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
73,8,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
74,8,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
75,8,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
76,8,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
77,8,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
78,8,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
79,8,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
80,8,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
81,8,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
82,8,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
83,8,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
84,8,0.0,0.0,0.0,0.0,0.0,absorption_+1,1
